xi;vi1;vi2
5.836;3.37304;-0.0819403
5.837;3.37296;-0.0820876
5.838;3.37288;-0.0822347
5.839;3.37279;-0.0823816
5.84;3.37271;-0.0825283
5.841;3.37263;-0.0826747
5.842;3.37255;-0.0828209
5.843;3.37246;-0.0829669
5.844;3.37238;-0.0831126
5.845;3.3723;-0.0832581
5.846;3.37221;-0.0834034
5.847;3.37213;-0.0835485
5.848;3.37205;-0.0836933
5.849;3.37196;-0.0838379
5.85;3.37188;-0.0839823
5.851;3.37179;-0.0841265
5.852;3.37171;-0.0842704
5.853;3.37163;-0.0844141
5.854;3.37154;-0.0845576
5.855;3.37146;-0.0847009
5.856;3.37137;-0.0848439
5.857;3.37129;-0.0849867
5.858;3.3712;-0.0851293
5.859;3.37112;-0.0852716
5.86;3.37103;-0.0854138
5.861;3.37095;-0.0855557
5.862;3.37086;-0.0856973
5.863;3.37077;-0.0858388
5.864;3.37069;-0.08598
5.865;3.3706;-0.086121
5.866;3.37052;-0.0862618
5.867;3.37043;-0.0864024
5.868;3.37034;-0.0865427
5.869;3.37026;-0.0866828
5.87;3.37017;-0.0868227
5.871;3.37008;-0.0869623
5.872;3.37;-0.0871018
5.873;3.36991;-0.087241
5.874;3.36982;-0.08738
5.875;3.36973;-0.0875187
5.876;3.36965;-0.0876573
5.877;3.36956;-0.0877956
5.878;3.36947;-0.0879337
5.879;3.36938;-0.0880715
5.88;3.36929;-0.0882092
5.881;3.36921;-0.0883466
5.882;3.36912;-0.0884838
5.883;3.36903;-0.0886208
5.884;3.36894;-0.0887575
5.885;3.36885;-0.088894
5.886;3.36876;-0.0890303
5.887;3.36867;-0.0891664
5.888;3.36858;-0.0893023
5.889;3.3685;-0.0894379
5.89;3.36841;-0.0895733
5.891;3.36832;-0.0897085
5.892;3.36823;-0.0898435
5.893;3.36814;-0.0899782
5.894;3.36805;-0.0901127
5.895;3.36796;-0.090247
5.896;3.36787;-0.0903811
5.897;3.36778;-0.090515
5.898;3.36768;-0.0906486
5.899;3.36759;-0.090782
5.9;3.3675;-0.0909152
5.901;3.36741;-0.0910482
5.902;3.36732;-0.0911809
5.903;3.36723;-0.0913134
5.904;3.36714;-0.0914457
5.905;3.36705;-0.0915778
5.906;3.36696;-0.0917097
5.907;3.36686;-0.0918413
5.908;3.36677;-0.0919727
5.909;3.36668;-0.0921039
5.91;3.36659;-0.0922349
5.911;3.36649;-0.0923657
5.912;3.3664;-0.0924962
5.913;3.36631;-0.0926265
5.914;3.36622;-0.0927566
5.915;3.36612;-0.0928865
5.916;3.36603;-0.0930161
5.917;3.36594;-0.0931456
5.918;3.36585;-0.0932748
5.919;3.36575;-0.0934038
5.92;3.36566;-0.0935325
5.921;3.36556;-0.0936611
5.922;3.36547;-0.0937894
5.923;3.36538;-0.0939175
5.924;3.36528;-0.0940454
5.925;3.36519;-0.0941731
5.926;3.36509;-0.0943006
5.927;3.365;-0.0944278
5.928;3.36491;-0.0945548
5.929;3.36481;-0.0946816
5.93;3.36472;-0.0948082
5.931;3.36462;-0.0949346
5.932;3.36453;-0.0950607
5.933;3.36443;-0.0951866
5.934;3.36434;-0.0953123
5.935;3.36424;-0.0954378
5.936;3.36415;-0.0955631
5.937;3.36405;-0.0956881
5.938;3.36395;-0.095813
5.939;3.36386;-0.0959376
5.94;3.36376;-0.096062
5.941;3.36367;-0.0961861
5.942;3.36357;-0.0963101
5.943;3.36347;-0.0964338
5.944;3.36338;-0.0965574
5.945;3.36328;-0.0966807
5.946;3.36318;-0.0968037
5.947;3.36309;-0.0969266
5.948;3.36299;-0.0970493
5.949;3.36289;-0.0971717
5.95;3.3628;-0.0972939
5.951;3.3627;-0.0974159
5.952;3.3626;-0.0975377
5.953;3.3625;-0.0976593
5.954;3.36241;-0.0977806
5.955;3.36231;-0.0979018
5.956;3.36221;-0.0980227
5.957;3.36211;-0.0981434
5.958;3.36201;-0.0982639
5.959;3.36191;-0.0983841
5.96;3.36182;-0.0985042
5.961;3.36172;-0.098624
5.962;3.36162;-0.0987436
5.963;3.36152;-0.098863
5.964;3.36142;-0.0989822
5.965;3.36132;-0.0991012
5.966;3.36122;-0.09922
5.967;3.36112;-0.0993385
5.968;3.36102;-0.0994568
5.969;3.36093;-0.0995749
5.97;3.36083;-0.0996928
5.971;3.36073;-0.0998105
5.972;3.36063;-0.099928
5.973;3.36053;-0.100045
5.974;3.36043;-0.100162
5.975;3.36033;-0.100279
5.976;3.36023;-0.100396
5.977;3.36012;-0.100512
5.978;3.36002;-0.100628
5.979;3.35992;-0.100744
5.98;3.35982;-0.10086
5.981;3.35972;-0.100976
5.982;3.35962;-0.101091
5.983;3.35952;-0.101206
5.984;3.35942;-0.101321
5.985;3.35932;-0.101436
5.986;3.35922;-0.10155
5.987;3.35911;-0.101664
5.988;3.35901;-0.101778
5.989;3.35891;-0.101892
5.99;3.35881;-0.102006
5.991;3.35871;-0.102119
5.992;3.3586;-0.102232
5.993;3.3585;-0.102345
5.994;3.3584;-0.102458
5.995;3.3583;-0.102571
5.996;3.35819;-0.102683
5.997;3.35809;-0.102795
5.998;3.35799;-0.102907
5.999;3.35789;-0.103019
6;3.35778;-0.10313
6.001;3.35768;-0.103241
6.002;3.35758;-0.103352
6.003;3.35747;-0.103463
6.004;3.35737;-0.103574
6.005;3.35727;-0.103684
6.006;3.35716;-0.103795
6.007;3.35706;-0.103905
6.008;3.35695;-0.104014
6.009;3.35685;-0.104124
6.01;3.35675;-0.104233
6.011;3.35664;-0.104342
6.012;3.35654;-0.104451
6.013;3.35643;-0.10456
6.014;3.35633;-0.104669
6.015;3.35622;-0.104777
6.016;3.35612;-0.104885
6.017;3.35601;-0.104993
6.018;3.35591;-0.105101
6.019;3.3558;-0.105208
6.02;3.3557;-0.105315
6.021;3.35559;-0.105422
6.022;3.35549;-0.105529
6.023;3.35538;-0.105636
6.024;3.35528;-0.105742
6.025;3.35517;-0.105849
6.026;3.35506;-0.105955
6.027;3.35496;-0.10606
6.028;3.35485;-0.106166
6.029;3.35475;-0.106271
6.03;3.35464;-0.106377
6.031;3.35453;-0.106481
6.032;3.35443;-0.106586
6.033;3.35432;-0.106691
6.034;3.35421;-0.106795
6.035;3.35411;-0.106899
6.036;3.354;-0.107003
6.037;3.35389;-0.107107
6.038;3.35379;-0.10721
6.039;3.35368;-0.107314
6.04;3.35357;-0.107417
6.041;3.35346;-0.10752
6.042;3.35336;-0.107622
6.043;3.35325;-0.107725
6.044;3.35314;-0.107827
6.045;3.35303;-0.107929
6.046;3.35292;-0.108031
6.047;3.35282;-0.108132
6.048;3.35271;-0.108234
6.049;3.3526;-0.108335
6.05;3.35249;-0.108436
6.051;3.35238;-0.108537
6.052;3.35227;-0.108638
6.053;3.35217;-0.108738
6.054;3.35206;-0.108838
6.055;3.35195;-0.108938
6.056;3.35184;-0.109038
6.057;3.35173;-0.109137
6.058;3.35162;-0.109237
6.059;3.35151;-0.109336
6.06;3.3514;-0.109435
6.061;3.35129;-0.109534
6.062;3.35118;-0.109632
6.063;3.35107;-0.10973
6.064;3.35096;-0.109829
6.065;3.35085;-0.109926
6.066;3.35074;-0.110024
6.067;3.35063;-0.110122
6.068;3.35052;-0.110219
6.069;3.35041;-0.110316
6.07;3.3503;-0.110413
6.071;3.35019;-0.11051
6.072;3.35008;-0.110606
6.073;3.34997;-0.110702
6.074;3.34986;-0.110798
6.075;3.34975;-0.110894
6.076;3.34964;-0.11099
6.077;3.34953;-0.111085
6.078;3.34942;-0.111181
6.079;3.34931;-0.111276
6.08;3.34919;-0.111371
6.081;3.34908;-0.111465
6.082;3.34897;-0.11156
6.083;3.34886;-0.111654
6.084;3.34875;-0.111748
6.085;3.34864;-0.111842
6.086;3.34852;-0.111935
6.087;3.34841;-0.112029
6.088;3.3483;-0.112122
6.089;3.34819;-0.112215
6.09;3.34808;-0.112308
6.091;3.34796;-0.1124
6.092;3.34785;-0.112493
6.093;3.34774;-0.112585
6.094;3.34763;-0.112677
6.095;3.34751;-0.112769
6.096;3.3474;-0.11286
6.097;3.34729;-0.112952
6.098;3.34717;-0.113043
6.099;3.34706;-0.113134
6.1;3.34695;-0.113225
6.101;3.34683;-0.113315
6.102;3.34672;-0.113406
6.103;3.34661;-0.113496
6.104;3.34649;-0.113586
6.105;3.34638;-0.113676
6.106;3.34627;-0.113765
6.107;3.34615;-0.113855
6.108;3.34604;-0.113944
6.109;3.34593;-0.114033
6.11;3.34581;-0.114122
6.111;3.3457;-0.11421
6.112;3.34558;-0.114299
6.113;3.34547;-0.114387
6.114;3.34535;-0.114475
6.115;3.34524;-0.114563
6.116;3.34512;-0.11465
6.117;3.34501;-0.114738
6.118;3.3449;-0.114825
6.119;3.34478;-0.114912
6.12;3.34467;-0.114998
6.121;3.34455;-0.115085
6.122;3.34444;-0.115171
6.123;3.34432;-0.115258
6.124;3.3442;-0.115344
6.125;3.34409;-0.115429
6.126;3.34397;-0.115515
6.127;3.34386;-0.1156
6.128;3.34374;-0.115686
6.129;3.34363;-0.115771
6.13;3.34351;-0.115855
6.131;3.3434;-0.11594
6.132;3.34328;-0.116024
6.133;3.34316;-0.116108
6.134;3.34305;-0.116192
6.135;3.34293;-0.116276
6.136;3.34281;-0.11636
6.137;3.3427;-0.116443
6.138;3.34258;-0.116527
6.139;3.34246;-0.11661
6.14;3.34235;-0.116692
6.141;3.34223;-0.116775
6.142;3.34211;-0.116857
6.143;3.342;-0.11694
6.144;3.34188;-0.117022
6.145;3.34176;-0.117103
6.146;3.34165;-0.117185
6.147;3.34153;-0.117267
6.148;3.34141;-0.117348
6.149;3.34129;-0.117429
6.15;3.34118;-0.11751
6.151;3.34106;-0.11759
6.152;3.34094;-0.117671
6.153;3.34082;-0.117751
6.154;3.34071;-0.117831
6.155;3.34059;-0.117911
6.156;3.34047;-0.117991
6.157;3.34035;-0.11807
6.158;3.34023;-0.118149
6.159;3.34012;-0.118229
6.16;3.34;-0.118307
6.161;3.33988;-0.118386
6.162;3.33976;-0.118465
6.163;3.33964;-0.118543
6.164;3.33952;-0.118621
6.165;3.33941;-0.118699
6.166;3.33929;-0.118777
6.167;3.33917;-0.118854
6.168;3.33905;-0.118932
6.169;3.33893;-0.119009
6.17;3.33881;-0.119086
6.171;3.33869;-0.119162
6.172;3.33857;-0.119239
6.173;3.33845;-0.119315
6.174;3.33833;-0.119392
6.175;3.33821;-0.119468
6.176;3.3381;-0.119543
6.177;3.33798;-0.119619
6.178;3.33786;-0.119694
6.179;3.33774;-0.11977
6.18;3.33762;-0.119845
6.181;3.3375;-0.119919
6.182;3.33738;-0.119994
6.183;3.33726;-0.120069
6.184;3.33714;-0.120143
6.185;3.33702;-0.120217
6.186;3.3369;-0.120291
6.187;3.33678;-0.120364
6.188;3.33666;-0.120438
6.189;3.33653;-0.120511
6.19;3.33641;-0.120584
6.191;3.33629;-0.120657
6.192;3.33617;-0.12073
6.193;3.33605;-0.120802
6.194;3.33593;-0.120875
6.195;3.33581;-0.120947
6.196;3.33569;-0.121019
6.197;3.33557;-0.121091
6.198;3.33545;-0.121162
6.199;3.33533;-0.121234
6.2;3.3352;-0.121305
6.201;3.33508;-0.121376
6.202;3.33496;-0.121447
6.203;3.33484;-0.121517
6.204;3.33472;-0.121588
6.205;3.3346;-0.121658
6.206;3.33448;-0.121728
6.207;3.33435;-0.121798
6.208;3.33423;-0.121868
6.209;3.33411;-0.121937
6.21;3.33399;-0.122006
6.211;3.33387;-0.122075
6.212;3.33374;-0.122144
6.213;3.33362;-0.122213
6.214;3.3335;-0.122282
6.215;3.33338;-0.12235
6.216;3.33326;-0.122418
6.217;3.33313;-0.122486
6.218;3.33301;-0.122554
6.219;3.33289;-0.122622
6.22;3.33276;-0.122689
6.221;3.33264;-0.122756
6.222;3.33252;-0.122823
6.223;3.3324;-0.12289
6.224;3.33227;-0.122957
6.225;3.33215;-0.123023
6.226;3.33203;-0.123089
6.227;3.3319;-0.123156
6.228;3.33178;-0.123222
6.229;3.33166;-0.123287
6.23;3.33153;-0.123353
6.231;3.33141;-0.123418
6.232;3.33129;-0.123483
6.233;3.33116;-0.123548
6.234;3.33104;-0.123613
6.235;3.33092;-0.123678
6.236;3.33079;-0.123742
6.237;3.33067;-0.123806
6.238;3.33055;-0.12387
6.239;3.33042;-0.123934
6.24;3.3303;-0.123998
6.241;3.33017;-0.124061
6.242;3.33005;-0.124125
6.243;3.32993;-0.124188
6.244;3.3298;-0.124251
6.245;3.32968;-0.124314
6.246;3.32955;-0.124376
6.247;3.32943;-0.124439
6.248;3.3293;-0.124501
6.249;3.32918;-0.124563
6.25;3.32905;-0.124625
6.251;3.32893;-0.124686
6.252;3.32881;-0.124748
6.253;3.32868;-0.124809
6.254;3.32856;-0.12487
6.255;3.32843;-0.124931
6.256;3.32831;-0.124992
6.257;3.32818;-0.125052
6.258;3.32806;-0.125113
6.259;3.32793;-0.125173
6.26;3.32781;-0.125233
6.261;3.32768;-0.125293
6.262;3.32755;-0.125352
6.263;3.32743;-0.125412
6.264;3.3273;-0.125471
6.265;3.32718;-0.12553
6.266;3.32705;-0.125589
6.267;3.32693;-0.125648
6.268;3.3268;-0.125706
6.269;3.32668;-0.125765
6.27;3.32655;-0.125823
6.271;3.32642;-0.125881
6.272;3.3263;-0.125939
6.273;3.32617;-0.125996
6.274;3.32605;-0.126054
6.275;3.32592;-0.126111
6.276;3.32579;-0.126168
6.277;3.32567;-0.126225
6.278;3.32554;-0.126282
6.279;3.32542;-0.126338
6.28;3.32529;-0.126395
6.281;3.32516;-0.126451
6.282;3.32504;-0.126507
6.283;3.32491;-0.126563
6.284;3.32478;-0.126618
6.285;3.32466;-0.126674
6.286;3.32453;-0.126729
6.287;3.3244;-0.126784
6.288;3.32428;-0.126839
6.289;3.32415;-0.126894
6.29;3.32402;-0.126948
6.291;3.3239;-0.127003
6.292;3.32377;-0.127057
6.293;3.32364;-0.127111
6.294;3.32351;-0.127165
6.295;3.32339;-0.127218
6.296;3.32326;-0.127272
6.297;3.32313;-0.127325
6.298;3.323;-0.127378
6.299;3.32288;-0.127431
6.3;3.32275;-0.127484
6.301;3.32262;-0.127537
6.302;3.3225;-0.127589
6.303;3.32237;-0.127641
6.304;3.32224;-0.127693
6.305;3.32211;-0.127745
6.306;3.32198;-0.127797
6.307;3.32186;-0.127848
6.308;3.32173;-0.1279
6.309;3.3216;-0.127951
6.31;3.32147;-0.128002
6.311;3.32134;-0.128053
6.312;3.32122;-0.128103
6.313;3.32109;-0.128154
6.314;3.32096;-0.128204
6.315;3.32083;-0.128254
6.316;3.3207;-0.128304
6.317;3.32058;-0.128354
6.318;3.32045;-0.128404
6.319;3.32032;-0.128453
6.32;3.32019;-0.128502
6.321;3.32006;-0.128551
6.322;3.31993;-0.1286
6.323;3.3198;-0.128649
6.324;3.31968;-0.128697
6.325;3.31955;-0.128746
6.326;3.31942;-0.128794
6.327;3.31929;-0.128842
6.328;3.31916;-0.12889
6.329;3.31903;-0.128937
6.33;3.3189;-0.128985
6.331;3.31877;-0.129032
6.332;3.31864;-0.129079
6.333;3.31852;-0.129126
6.334;3.31839;-0.129173
6.335;3.31826;-0.12922
6.336;3.31813;-0.129266
6.337;3.318;-0.129312
6.338;3.31787;-0.129359
6.339;3.31774;-0.129404
6.34;3.31761;-0.12945
6.341;3.31748;-0.129496
6.342;3.31735;-0.129541
6.343;3.31722;-0.129586
6.344;3.31709;-0.129631
6.345;3.31696;-0.129676
6.346;3.31683;-0.129721
6.347;3.3167;-0.129766
6.348;3.31657;-0.12981
6.349;3.31644;-0.129854
6.35;3.31631;-0.129898
6.351;3.31618;-0.129942
6.352;3.31605;-0.129986
6.353;3.31592;-0.130029
6.354;3.31579;-0.130073
6.355;3.31566;-0.130116
6.356;3.31553;-0.130159
6.357;3.3154;-0.130202
6.358;3.31527;-0.130244
6.359;3.31514;-0.130287
6.36;3.31501;-0.130329
6.361;3.31488;-0.130371
6.362;3.31475;-0.130413
6.363;3.31462;-0.130455
6.364;3.31449;-0.130496
6.365;3.31436;-0.130538
6.366;3.31423;-0.130579
6.367;3.3141;-0.13062
6.368;3.31397;-0.130661
6.369;3.31384;-0.130702
6.37;3.31371;-0.130743
6.371;3.31358;-0.130783
6.372;3.31345;-0.130823
6.373;3.31331;-0.130863
6.374;3.31318;-0.130903
6.375;3.31305;-0.130943
6.376;3.31292;-0.130983
6.377;3.31279;-0.131022
6.378;3.31266;-0.131061
6.379;3.31253;-0.131101
6.38;3.3124;-0.131139
6.381;3.31227;-0.131178
6.382;3.31214;-0.131217
6.383;3.312;-0.131255
6.384;3.31187;-0.131293
6.385;3.31174;-0.131332
6.386;3.31161;-0.131369
6.387;3.31148;-0.131407
6.388;3.31135;-0.131445
6.389;3.31122;-0.131482
6.39;3.31108;-0.131519
6.391;3.31095;-0.131557
6.392;3.31082;-0.131593
6.393;3.31069;-0.13163
6.394;3.31056;-0.131667
6.395;3.31043;-0.131703
6.396;3.31029;-0.131739
6.397;3.31016;-0.131775
6.398;3.31003;-0.131811
6.399;3.3099;-0.131847
6.4;3.30977;-0.131883
6.401;3.30964;-0.131918
6.402;3.3095;-0.131953
6.403;3.30937;-0.131988
6.404;3.30924;-0.132023
6.405;3.30911;-0.132058
6.406;3.30898;-0.132093
6.407;3.30884;-0.132127
6.408;3.30871;-0.132161
6.409;3.30858;-0.132196
6.41;3.30845;-0.132229
6.411;3.30831;-0.132263
6.412;3.30818;-0.132297
6.413;3.30805;-0.13233
6.414;3.30792;-0.132364
6.415;3.30779;-0.132397
6.416;3.30765;-0.13243
6.417;3.30752;-0.132462
6.418;3.30739;-0.132495
6.419;3.30726;-0.132528
6.42;3.30712;-0.13256
6.421;3.30699;-0.132592
6.422;3.30686;-0.132624
6.423;3.30673;-0.132656
6.424;3.30659;-0.132687
6.425;3.30646;-0.132719
6.426;3.30633;-0.13275
6.427;3.30619;-0.132781
6.428;3.30606;-0.132812
6.429;3.30593;-0.132843
6.43;3.3058;-0.132874
6.431;3.30566;-0.132904
6.432;3.30553;-0.132935
6.433;3.3054;-0.132965
6.434;3.30526;-0.132995
6.435;3.30513;-0.133025
6.436;3.305;-0.133054
6.437;3.30486;-0.133084
6.438;3.30473;-0.133113
6.439;3.3046;-0.133143
6.44;3.30447;-0.133172
6.441;3.30433;-0.133201
6.442;3.3042;-0.133229
6.443;3.30407;-0.133258
6.444;3.30393;-0.133286
6.445;3.3038;-0.133315
6.446;3.30367;-0.133343
6.447;3.30353;-0.133371
6.448;3.3034;-0.133398
6.449;3.30327;-0.133426
6.45;3.30313;-0.133454
6.451;3.303;-0.133481
6.452;3.30287;-0.133508
6.453;3.30273;-0.133535
6.454;3.3026;-0.133562
6.455;3.30246;-0.133588
6.456;3.30233;-0.133615
6.457;3.3022;-0.133641
6.458;3.30206;-0.133668
6.459;3.30193;-0.133694
6.46;3.3018;-0.133719
6.461;3.30166;-0.133745
6.462;3.30153;-0.133771
6.463;3.3014;-0.133796
6.464;3.30126;-0.133821
6.465;3.30113;-0.133846
6.466;3.30099;-0.133871
6.467;3.30086;-0.133896
6.468;3.30073;-0.133921
6.469;3.30059;-0.133945
6.47;3.30046;-0.13397
6.471;3.30032;-0.133994
6.472;3.30019;-0.134018
6.473;3.30006;-0.134042
6.474;3.29992;-0.134065
6.475;3.29979;-0.134089
6.476;3.29965;-0.134112
6.477;3.29952;-0.134135
6.478;3.29939;-0.134158
6.479;3.29925;-0.134181
6.48;3.29912;-0.134204
6.481;3.29898;-0.134227
6.482;3.29885;-0.134249
6.483;3.29871;-0.134271
6.484;3.29858;-0.134293
6.485;3.29845;-0.134315
6.486;3.29831;-0.134337
6.487;3.29818;-0.134359
6.488;3.29804;-0.13438
6.489;3.29791;-0.134402
6.49;3.29777;-0.134423
6.491;3.29764;-0.134444
6.492;3.29751;-0.134465
6.493;3.29737;-0.134486
6.494;3.29724;-0.134506
6.495;3.2971;-0.134527
6.496;3.29697;-0.134547
6.497;3.29683;-0.134567
6.498;3.2967;-0.134587
6.499;3.29656;-0.134607
6.5;3.29643;-0.134627
6.501;3.29629;-0.134646
6.502;3.29616;-0.134665
6.503;3.29602;-0.134685
6.504;3.29589;-0.134704
6.505;3.29576;-0.134723
6.506;3.29562;-0.134741
6.507;3.29549;-0.13476
6.508;3.29535;-0.134778
6.509;3.29522;-0.134797
6.51;3.29508;-0.134815
6.511;3.29495;-0.134833
6.512;3.29481;-0.134851
6.513;3.29468;-0.134868
6.514;3.29454;-0.134886
6.515;3.29441;-0.134903
6.516;3.29427;-0.134921
6.517;3.29414;-0.134938
6.518;3.294;-0.134955
6.519;3.29387;-0.134971
6.52;3.29373;-0.134988
6.521;3.2936;-0.135005
6.522;3.29346;-0.135021
6.523;3.29333;-0.135037
6.524;3.29319;-0.135053
6.525;3.29306;-0.135069
6.526;3.29292;-0.135085
6.527;3.29279;-0.1351
6.528;3.29265;-0.135116
6.529;3.29252;-0.135131
6.53;3.29238;-0.135146
6.531;3.29225;-0.135161
6.532;3.29211;-0.135176
6.533;3.29198;-0.135191
6.534;3.29184;-0.135205
6.535;3.29171;-0.13522
6.536;3.29157;-0.135234
6.537;3.29144;-0.135248
6.538;3.2913;-0.135262
6.539;3.29116;-0.135276
6.54;3.29103;-0.13529
6.541;3.29089;-0.135303
6.542;3.29076;-0.135316
6.543;3.29062;-0.13533
6.544;3.29049;-0.135343
6.545;3.29035;-0.135356
6.546;3.29022;-0.135368
6.547;3.29008;-0.135381
6.548;3.28995;-0.135394
6.549;3.28981;-0.135406
6.55;3.28968;-0.135418
6.551;3.28954;-0.13543
6.552;3.28941;-0.135442
6.553;3.28927;-0.135454
6.554;3.28913;-0.135465
6.555;3.289;-0.135477
6.556;3.28886;-0.135488
6.557;3.28873;-0.135499
6.558;3.28859;-0.13551
6.559;3.28846;-0.135521
6.56;3.28832;-0.135532
6.561;3.28819;-0.135543
6.562;3.28805;-0.135553
6.563;3.28791;-0.135563
6.564;3.28778;-0.135574
6.565;3.28764;-0.135584
6.566;3.28751;-0.135594
6.567;3.28737;-0.135603
6.568;3.28724;-0.135613
6.569;3.2871;-0.135622
6.57;3.28697;-0.135632
6.571;3.28683;-0.135641
6.572;3.28669;-0.13565
6.573;3.28656;-0.135659
6.574;3.28642;-0.135667
6.575;3.28629;-0.135676
6.576;3.28615;-0.135684
6.577;3.28602;-0.135693
6.578;3.28588;-0.135701
6.579;3.28574;-0.135709
6.58;3.28561;-0.135717
6.581;3.28547;-0.135724
6.582;3.28534;-0.135732
6.583;3.2852;-0.135739
6.584;3.28507;-0.135747
6.585;3.28493;-0.135754
6.586;3.28479;-0.135761
6.587;3.28466;-0.135768
6.588;3.28452;-0.135775
6.589;3.28439;-0.135781
6.59;3.28425;-0.135788
6.591;3.28412;-0.135794
6.592;3.28398;-0.1358
6.593;3.28384;-0.135806
6.594;3.28371;-0.135812
6.595;3.28357;-0.135818
6.596;3.28344;-0.135823
6.597;3.2833;-0.135829
6.598;3.28316;-0.135834
6.599;3.28303;-0.135839
6.6;3.28289;-0.135845
6.601;3.28276;-0.135849
6.602;3.28262;-0.135854
6.603;3.28249;-0.135859
6.604;3.28235;-0.135863
6.605;3.28221;-0.135868
6.606;3.28208;-0.135872
6.607;3.28194;-0.135876
6.608;3.28181;-0.13588
6.609;3.28167;-0.135884
6.61;3.28153;-0.135887
6.611;3.2814;-0.135891
6.612;3.28126;-0.135894
6.613;3.28113;-0.135898
6.614;3.28099;-0.135901
6.615;3.28085;-0.135904
6.616;3.28072;-0.135907
6.617;3.28058;-0.135909
6.618;3.28045;-0.135912
6.619;3.28031;-0.135914
6.62;3.28018;-0.135917
6.621;3.28004;-0.135919
6.622;3.2799;-0.135921
6.623;3.27977;-0.135923
6.624;3.27963;-0.135924
6.625;3.2795;-0.135926
6.626;3.27936;-0.135927
6.627;3.27922;-0.135929
6.628;3.27909;-0.13593
6.629;3.27895;-0.135931
6.63;3.27882;-0.135932
6.631;3.27868;-0.135933
6.632;3.27854;-0.135933
6.633;3.27841;-0.135934
6.634;3.27827;-0.135934
6.635;3.27814;-0.135935
6.636;3.278;-0.135935
6.637;3.27786;-0.135935
6.638;3.27773;-0.135934
6.639;3.27759;-0.135934
6.64;3.27746;-0.135934
6.641;3.27732;-0.135933
6.642;3.27718;-0.135933
6.643;3.27705;-0.135932
6.644;3.27691;-0.135931
6.645;3.27678;-0.13593
6.646;3.27664;-0.135928
6.647;3.27651;-0.135927
6.648;3.27637;-0.135926
6.649;3.27623;-0.135924
6.65;3.2761;-0.135922
6.651;3.27596;-0.13592
6.652;3.27583;-0.135918
6.653;3.27569;-0.135916
6.654;3.27555;-0.135914
6.655;3.27542;-0.135911
6.656;3.27528;-0.135909
6.657;3.27515;-0.135906
6.658;3.27501;-0.135903
6.659;3.27487;-0.1359
6.66;3.27474;-0.135897
6.661;3.2746;-0.135894
6.662;3.27447;-0.135891
6.663;3.27433;-0.135887
6.664;3.27419;-0.135884
6.665;3.27406;-0.13588
6.666;3.27392;-0.135876
6.667;3.27379;-0.135872
6.668;3.27365;-0.135868
6.669;3.27352;-0.135864
6.67;3.27338;-0.135859
6.671;3.27324;-0.135855
6.672;3.27311;-0.13585
6.673;3.27297;-0.135845
6.674;3.27284;-0.135841
6.675;3.2727;-0.135835
6.676;3.27256;-0.13583
6.677;3.27243;-0.135825
6.678;3.27229;-0.13582
6.679;3.27216;-0.135814
6.68;3.27202;-0.135808
6.681;3.27189;-0.135803
6.682;3.27175;-0.135797
6.683;3.27161;-0.135791
6.684;3.27148;-0.135784
6.685;3.27134;-0.135778
6.686;3.27121;-0.135772
6.687;3.27107;-0.135765
6.688;3.27093;-0.135758
6.689;3.2708;-0.135751
6.69;3.27066;-0.135744
6.691;3.27053;-0.135737
6.692;3.27039;-0.13573
6.693;3.27026;-0.135723
6.694;3.27012;-0.135715
6.695;3.26998;-0.135708
6.696;3.26985;-0.1357
6.697;3.26971;-0.135692
6.698;3.26958;-0.135684
6.699;3.26944;-0.135676
6.7;3.26931;-0.135668
6.701;3.26917;-0.135659
6.702;3.26904;-0.135651
6.703;3.2689;-0.135642
6.704;3.26876;-0.135634
6.705;3.26863;-0.135625
6.706;3.26849;-0.135616
6.707;3.26836;-0.135607
6.708;3.26822;-0.135597
6.709;3.26809;-0.135588
6.71;3.26795;-0.135578
6.711;3.26781;-0.135569
6.712;3.26768;-0.135559
6.713;3.26754;-0.135549
6.714;3.26741;-0.135539
6.715;3.26727;-0.135529
6.716;3.26714;-0.135519
6.717;3.267;-0.135509
6.718;3.26687;-0.135498
6.719;3.26673;-0.135487
6.72;3.26659;-0.135477
6.721;3.26646;-0.135466
6.722;3.26632;-0.135455
6.723;3.26619;-0.135444
6.724;3.26605;-0.135432
6.725;3.26592;-0.135421
6.726;3.26578;-0.13541
6.727;3.26565;-0.135398
6.728;3.26551;-0.135386
6.729;3.26538;-0.135374
6.73;3.26524;-0.135363
6.731;3.26511;-0.13535
6.732;3.26497;-0.135338
6.733;3.26483;-0.135326
6.734;3.2647;-0.135313
6.735;3.26456;-0.135301
6.736;3.26443;-0.135288
6.737;3.26429;-0.135275
6.738;3.26416;-0.135262
6.739;3.26402;-0.135249
6.74;3.26389;-0.135236
6.741;3.26375;-0.135223
6.742;3.26362;-0.135209
6.743;3.26348;-0.135196
6.744;3.26335;-0.135182
6.745;3.26321;-0.135168
6.746;3.26308;-0.135154
6.747;3.26294;-0.13514
6.748;3.26281;-0.135126
6.749;3.26267;-0.135112
6.75;3.26254;-0.135098
6.751;3.2624;-0.135083
6.752;3.26227;-0.135068
6.753;3.26213;-0.135054
6.754;3.262;-0.135039
6.755;3.26186;-0.135024
6.756;3.26173;-0.135009
6.757;3.26159;-0.134994
6.758;3.26146;-0.134978
6.759;3.26132;-0.134963
6.76;3.26119;-0.134947
