xi;vi1;vi2
4.915;3.35484;0.155703
4.916;3.355;0.155336
4.917;3.35515;0.154969
4.918;3.35531;0.154602
4.919;3.35546;0.154235
4.92;3.35562;0.153869
4.921;3.35577;0.153503
4.922;3.35592;0.153137
4.923;3.35608;0.152771
4.924;3.35623;0.152406
4.925;3.35638;0.15204
4.926;3.35653;0.151675
4.927;3.35669;0.15131
4.928;3.35684;0.150946
4.929;3.35699;0.150581
4.93;3.35714;0.150217
4.931;3.35729;0.149853
4.932;3.35744;0.149489
4.933;3.35759;0.149126
4.934;3.35774;0.148762
4.935;3.35788;0.148399
4.936;3.35803;0.148036
4.937;3.35818;0.147674
4.938;3.35833;0.147311
4.939;3.35847;0.146949
4.94;3.35862;0.146587
4.941;3.35877;0.146225
4.942;3.35891;0.145864
4.943;3.35906;0.145502
4.944;3.35921;0.145141
4.945;3.35935;0.14478
4.946;3.35949;0.144419
4.947;3.35964;0.144059
4.948;3.35978;0.143699
4.949;3.35993;0.143339
4.95;3.36007;0.142979
4.951;3.36021;0.142619
4.952;3.36035;0.14226
4.953;3.3605;0.141901
4.954;3.36064;0.141542
4.955;3.36078;0.141183
4.956;3.36092;0.140824
4.957;3.36106;0.140466
4.958;3.3612;0.140108
4.959;3.36134;0.13975
4.96;3.36148;0.139393
4.961;3.36162;0.139035
4.962;3.36176;0.138678
4.963;3.3619;0.138321
4.964;3.36204;0.137964
4.965;3.36217;0.137608
4.966;3.36231;0.137251
4.967;3.36245;0.136895
4.968;3.36258;0.13654
4.969;3.36272;0.136184
4.97;3.36286;0.135829
4.971;3.36299;0.135473
4.972;3.36313;0.135118
4.973;3.36326;0.134764
4.974;3.3634;0.134409
4.975;3.36353;0.134055
4.976;3.36367;0.133701
4.977;3.3638;0.133347
4.978;3.36393;0.132993
4.979;3.36407;0.13264
4.98;3.3642;0.132287
4.981;3.36433;0.131934
4.982;3.36446;0.131581
4.983;3.36459;0.131229
4.984;3.36472;0.130876
4.985;3.36485;0.130524
4.986;3.36499;0.130172
4.987;3.36512;0.129821
4.988;3.36524;0.129469
4.989;3.36537;0.129118
4.99;3.3655;0.128767
4.991;3.36563;0.128417
4.992;3.36576;0.128066
4.993;3.36589;0.127716
4.994;3.36602;0.127366
4.995;3.36614;0.127016
4.996;3.36627;0.126667
4.997;3.3664;0.126317
4.998;3.36652;0.125968
4.999;3.36665;0.125619
5;3.36677;0.125271
5.001;3.3669;0.124922
5.002;3.36702;0.124574
5.003;3.36715;0.124226
5.004;3.36727;0.123878
5.005;3.3674;0.123531
5.006;3.36752;0.123183
5.007;3.36764;0.122836
5.008;3.36776;0.122489
5.009;3.36789;0.122143
5.01;3.36801;0.121796
5.011;3.36813;0.12145
5.012;3.36825;0.121104
5.013;3.36837;0.120759
5.014;3.36849;0.120413
5.015;3.36861;0.120068
5.016;3.36873;0.119723
5.017;3.36885;0.119378
5.018;3.36897;0.119033
5.019;3.36909;0.118689
5.02;3.36921;0.118345
5.021;3.36933;0.118001
5.022;3.36945;0.117657
5.023;3.36956;0.117314
5.024;3.36968;0.116971
5.025;3.3698;0.116628
5.026;3.36991;0.116285
5.027;3.37003;0.115943
5.028;3.37015;0.1156
5.029;3.37026;0.115258
5.03;3.37038;0.114916
5.031;3.37049;0.114575
5.032;3.3706;0.114233
5.033;3.37072;0.113892
5.034;3.37083;0.113551
5.035;3.37095;0.113211
5.036;3.37106;0.11287
5.037;3.37117;0.11253
5.038;3.37128;0.11219
5.039;3.3714;0.11185
5.04;3.37151;0.111511
5.041;3.37162;0.111172
5.042;3.37173;0.110832
5.043;3.37184;0.110494
5.044;3.37195;0.110155
5.045;3.37206;0.109817
5.046;3.37217;0.109479
5.047;3.37228;0.109141
5.048;3.37239;0.108803
5.049;3.3725;0.108466
5.05;3.37261;0.108128
5.051;3.37271;0.107791
5.052;3.37282;0.107455
5.053;3.37293;0.107118
5.054;3.37304;0.106782
5.055;3.37314;0.106446
5.056;3.37325;0.10611
5.057;3.37335;0.105774
5.058;3.37346;0.105439
5.059;3.37357;0.105104
5.06;3.37367;0.104769
5.061;3.37377;0.104434
5.062;3.37388;0.1041
5.063;3.37398;0.103766
5.064;3.37409;0.103432
5.065;3.37419;0.103098
5.066;3.37429;0.102765
5.067;3.3744;0.102431
5.068;3.3745;0.102098
5.069;3.3746;0.101766
5.07;3.3747;0.101433
5.071;3.3748;0.101101
5.072;3.3749;0.100769
5.073;3.375;0.100437
5.074;3.3751;0.100105
5.075;3.3752;0.0997737
5.076;3.3753;0.0994426
5.077;3.3754;0.0991116
5.078;3.3755;0.098781
5.079;3.3756;0.0984505
5.08;3.3757;0.0981203
5.081;3.3758;0.0977903
5.082;3.37589;0.0974606
5.083;3.37599;0.0971311
5.084;3.37609;0.0968018
5.085;3.37619;0.0964728
5.086;3.37628;0.096144
5.087;3.37638;0.0958154
5.088;3.37647;0.0954871
5.089;3.37657;0.095159
5.09;3.37666;0.0948311
5.091;3.37676;0.0945035
5.092;3.37685;0.0941761
5.093;3.37695;0.0938489
5.094;3.37704;0.093522
5.095;3.37713;0.0931953
5.096;3.37723;0.0928689
5.097;3.37732;0.0925427
5.098;3.37741;0.0922167
5.099;3.3775;0.091891
5.1;3.3776;0.0915655
5.101;3.37769;0.0912402
5.102;3.37778;0.0909152
5.103;3.37787;0.0905904
5.104;3.37796;0.0902658
5.105;3.37805;0.0899415
5.106;3.37814;0.0896174
5.107;3.37823;0.0892936
5.108;3.37832;0.08897
5.109;3.37841;0.0886466
5.11;3.3785;0.0883235
5.111;3.37858;0.0880006
5.112;3.37867;0.0876779
5.113;3.37876;0.0873555
5.114;3.37885;0.0870333
5.115;3.37893;0.0867113
5.116;3.37902;0.0863896
5.117;3.37911;0.0860682
5.118;3.37919;0.0857469
5.119;3.37928;0.0854259
5.12;3.37936;0.0851052
5.121;3.37945;0.0847846
5.122;3.37953;0.0844644
5.123;3.37962;0.0841443
5.124;3.3797;0.0838245
5.125;3.37978;0.0835049
5.126;3.37987;0.0831856
5.127;3.37995;0.0828665
5.128;3.38003;0.0825477
5.129;3.38012;0.082229
5.13;3.3802;0.0819107
5.131;3.38028;0.0815925
5.132;3.38036;0.0812746
5.133;3.38044;0.080957
5.134;3.38052;0.0806395
5.135;3.3806;0.0803224
5.136;3.38068;0.0800054
5.137;3.38076;0.0796887
5.138;3.38084;0.0793722
5.139;3.38092;0.079056
5.14;3.381;0.07874
5.141;3.38108;0.0784243
5.142;3.38116;0.0781088
5.143;3.38124;0.0777935
5.144;3.38131;0.0774785
5.145;3.38139;0.0771637
5.146;3.38147;0.0768491
5.147;3.38154;0.0765348
5.148;3.38162;0.0762208
5.149;3.3817;0.0759069
5.15;3.38177;0.0755933
5.151;3.38185;0.07528
5.152;3.38192;0.0749669
5.153;3.382;0.074654
5.154;3.38207;0.0743414
5.155;3.38215;0.074029
5.156;3.38222;0.0737168
5.157;3.38229;0.0734049
5.158;3.38237;0.0730933
5.159;3.38244;0.0727818
5.16;3.38251;0.0724706
5.161;3.38258;0.0721597
5.162;3.38266;0.071849
5.163;3.38273;0.0715385
5.164;3.3828;0.0712283
5.165;3.38287;0.0709183
5.166;3.38294;0.0706086
5.167;3.38301;0.0702991
5.168;3.38308;0.0699898
5.169;3.38315;0.0696808
5.17;3.38322;0.069372
5.171;3.38329;0.0690635
5.172;3.38336;0.0687552
5.173;3.38343;0.0684471
5.174;3.3835;0.0681393
5.175;3.38356;0.0678318
5.176;3.38363;0.0675244
5.177;3.3837;0.0672173
5.178;3.38377;0.0669105
5.179;3.38383;0.0666039
5.18;3.3839;0.0662975
5.181;3.38397;0.0659914
5.182;3.38403;0.0656855
5.183;3.3841;0.0653799
5.184;3.38416;0.0650745
5.185;3.38423;0.0647694
5.186;3.38429;0.0644644
5.187;3.38436;0.0641598
5.188;3.38442;0.0638554
5.189;3.38448;0.0635512
5.19;3.38455;0.0632472
5.191;3.38461;0.0629435
5.192;3.38467;0.0626401
5.193;3.38474;0.0623369
5.194;3.3848;0.0620339
5.195;3.38486;0.0617312
5.196;3.38492;0.0614287
5.197;3.38498;0.0611264
5.198;3.38504;0.0608244
5.199;3.3851;0.0605227
5.2;3.38517;0.0602212
5.201;3.38523;0.0599199
5.202;3.38528;0.0596189
5.203;3.38534;0.0593181
5.204;3.3854;0.0590175
5.205;3.38546;0.0587172
5.206;3.38552;0.0584172
5.207;3.38558;0.0581174
5.208;3.38564;0.0578178
5.209;3.38569;0.0575185
5.21;3.38575;0.0572194
5.211;3.38581;0.0569206
5.212;3.38587;0.056622
5.213;3.38592;0.0563236
5.214;3.38598;0.0560255
5.215;3.38603;0.0557276
5.216;3.38609;0.05543
5.217;3.38615;0.0551326
5.218;3.3862;0.0548355
5.219;3.38626;0.0545386
5.22;3.38631;0.054242
5.221;3.38636;0.0539456
5.222;3.38642;0.0536494
5.223;3.38647;0.0533535
5.224;3.38652;0.0530578
5.225;3.38658;0.0527624
5.226;3.38663;0.0524672
5.227;3.38668;0.0521723
5.228;3.38673;0.0518776
5.229;3.38679;0.0515831
5.23;3.38684;0.0512889
5.231;3.38689;0.050995
5.232;3.38694;0.0507013
5.233;3.38699;0.0504078
5.234;3.38704;0.0501146
5.235;3.38709;0.0498216
5.236;3.38714;0.0495288
5.237;3.38719;0.0492364
5.238;3.38724;0.0489441
5.239;3.38729;0.0486521
5.24;3.38734;0.0483603
5.241;3.38738;0.0480688
5.242;3.38743;0.0477776
5.243;3.38748;0.0474865
5.244;3.38753;0.0471957
5.245;3.38757;0.0469052
5.246;3.38762;0.0466149
5.247;3.38767;0.0463249
5.248;3.38771;0.0460351
5.249;3.38776;0.0457455
5.25;3.3878;0.0454562
5.251;3.38785;0.0451671
5.252;3.38789;0.0448783
5.253;3.38794;0.0445897
5.254;3.38798;0.0443014
5.255;3.38803;0.0440133
5.256;3.38807;0.0437255
5.257;3.38812;0.0434379
5.258;3.38816;0.0431506
5.259;3.3882;0.0428634
5.26;3.38824;0.0425766
5.261;3.38829;0.04229
5.262;3.38833;0.0420036
5.263;3.38837;0.0417175
5.264;3.38841;0.0414316
5.265;3.38845;0.041146
5.266;3.38849;0.0408606
5.267;3.38854;0.0405755
5.268;3.38858;0.0402906
5.269;3.38862;0.0400059
5.27;3.38866;0.0397215
5.271;3.3887;0.0394374
5.272;3.38873;0.0391534
5.273;3.38877;0.0388698
5.274;3.38881;0.0385864
5.275;3.38885;0.0383032
5.276;3.38889;0.0380203
5.277;3.38893;0.0377376
5.278;3.38896;0.0374551
5.279;3.389;0.037173
5.28;3.38904;0.036891
5.281;3.38908;0.0366093
5.282;3.38911;0.0363279
5.283;3.38915;0.0360467
5.284;3.38918;0.0357657
5.285;3.38922;0.035485
5.286;3.38926;0.0352045
5.287;3.38929;0.0349243
5.288;3.38933;0.0346443
5.289;3.38936;0.0343646
5.29;3.38939;0.0340851
5.291;3.38943;0.0338059
5.292;3.38946;0.0335269
5.293;3.3895;0.0332482
5.294;3.38953;0.0329697
5.295;3.38956;0.0326914
5.296;3.38959;0.0324134
5.297;3.38963;0.0321357
5.298;3.38966;0.0318581
5.299;3.38969;0.0315809
5.3;3.38972;0.0313039
5.301;3.38975;0.0310271
5.302;3.38978;0.0307506
5.303;3.38981;0.0304743
5.304;3.38984;0.0301983
5.305;3.38987;0.0299225
5.306;3.3899;0.0296469
5.307;3.38993;0.0293716
5.308;3.38996;0.0290966
5.309;3.38999;0.0288218
5.31;3.39002;0.0285473
5.311;3.39005;0.028273
5.312;3.39008;0.0279989
5.313;3.3901;0.0277251
5.314;3.39013;0.0274515
5.315;3.39016;0.0271782
5.316;3.39019;0.0269051
5.317;3.39021;0.0266323
5.318;3.39024;0.0263597
5.319;3.39027;0.0260874
5.32;3.39029;0.0258153
5.321;3.39032;0.0255435
5.322;3.39034;0.0252719
5.323;3.39037;0.0250006
5.324;3.39039;0.0247295
5.325;3.39042;0.0244586
5.326;3.39044;0.024188
5.327;3.39047;0.0239177
5.328;3.39049;0.0236476
5.329;3.39051;0.0233777
5.33;3.39054;0.0231081
5.331;3.39056;0.0228387
5.332;3.39058;0.0225696
5.333;3.3906;0.0223007
5.334;3.39063;0.0220321
5.335;3.39065;0.0217637
5.336;3.39067;0.0214956
5.337;3.39069;0.0212277
5.338;3.39071;0.0209601
5.339;3.39073;0.0206927
5.34;3.39075;0.0204256
5.341;3.39077;0.0201587
5.342;3.39079;0.019892
5.343;3.39081;0.0196256
5.344;3.39083;0.0193595
5.345;3.39085;0.0190936
5.346;3.39087;0.0188279
5.347;3.39089;0.0185625
5.348;3.39091;0.0182973
5.349;3.39093;0.0180324
5.35;3.39095;0.0177677
5.351;3.39096;0.0175033
5.352;3.39098;0.0172392
5.353;3.391;0.0169752
5.354;3.39101;0.0167115
5.355;3.39103;0.0164481
5.356;3.39105;0.0161849
5.357;3.39106;0.015922
5.358;3.39108;0.0156593
5.359;3.39109;0.0153969
5.36;3.39111;0.0151347
5.361;3.39112;0.0148727
5.362;3.39114;0.014611
5.363;3.39115;0.0143496
5.364;3.39117;0.0140884
5.365;3.39118;0.0138274
5.366;3.3912;0.0135667
5.367;3.39121;0.0133062
5.368;3.39122;0.013046
5.369;3.39124;0.0127861
5.37;3.39125;0.0125263
5.371;3.39126;0.0122669
5.372;3.39127;0.0120076
5.373;3.39128;0.0117487
5.374;3.3913;0.0114899
5.375;3.39131;0.0112314
5.376;3.39132;0.0109732
5.377;3.39133;0.0107152
5.378;3.39134;0.0104575
5.379;3.39135;0.0102
5.38;3.39136;0.00994275
5.381;3.39137;0.00968575
5.382;3.39138;0.009429
5.383;3.39139;0.0091725
5.384;3.3914;0.00891624
5.385;3.39141;0.00866023
5.386;3.39142;0.00840447
5.387;3.39142;0.00814896
5.388;3.39143;0.0078937
5.389;3.39144;0.00763868
5.39;3.39145;0.00738391
5.391;3.39145;0.00712938
5.392;3.39146;0.00687511
5.393;3.39147;0.00662108
5.394;3.39147;0.0063673
5.395;3.39148;0.00611377
5.396;3.39149;0.00586048
5.397;3.39149;0.00560744
5.398;3.3915;0.00535465
5.399;3.3915;0.00510211
5.4;3.39151;0.00484982
5.401;3.39151;0.00459777
5.402;3.39152;0.00434597
5.403;3.39152;0.00409441
5.404;3.39153;0.00384311
5.405;3.39153;0.00359205
5.406;3.39153;0.00334124
5.407;3.39154;0.00309068
5.408;3.39154;0.00284036
5.409;3.39154;0.00259029
5.41;3.39154;0.00234047
5.411;3.39155;0.0020909
5.412;3.39155;0.00184157
5.413;3.39155;0.00159249
5.414;3.39155;0.00134366
5.415;3.39155;0.00109508
5.416;3.39155;0.000846741
5.417;3.39155;0.000598652
5.418;3.39155;0.000350811
5.419;3.39155;0.000103216
5.42;3.39155;-0.000144131
5.421;3.39155;-0.00039123
5.422;3.39155;-0.000638082
5.423;3.39155;-0.000884687
5.424;3.39155;-0.00113104
5.425;3.39155;-0.00137716
5.426;3.39155;-0.00162302
5.427;3.39155;-0.00186863
5.428;3.39155;-0.002114
5.429;3.39154;-0.00235912
5.43;3.39154;-0.002604
5.431;3.39154;-0.00284862
5.432;3.39154;-0.003093
5.433;3.39153;-0.00333713
5.434;3.39153;-0.00358102
5.435;3.39153;-0.00382466
5.436;3.39152;-0.00406805
5.437;3.39152;-0.00431119
5.438;3.39151;-0.00455408
5.439;3.39151;-0.00479673
5.44;3.3915;-0.00503913
5.441;3.3915;-0.00528129
5.442;3.39149;-0.0055232
5.443;3.39149;-0.00576486
5.444;3.39148;-0.00600627
5.445;3.39147;-0.00624744
5.446;3.39147;-0.00648835
5.447;3.39146;-0.00672903
5.448;3.39145;-0.00696945
5.449;3.39145;-0.00720963
5.45;3.39144;-0.00744956
5.451;3.39143;-0.00768924
5.452;3.39143;-0.00792868
5.453;3.39142;-0.00816787
5.454;3.39141;-0.00840681
5.455;3.3914;-0.0086455
5.456;3.39139;-0.00888395
5.457;3.39138;-0.00912215
5.458;3.39137;-0.00936011
5.459;3.39136;-0.00959782
5.46;3.39135;-0.00983528
5.461;3.39134;-0.0100725
5.462;3.39133;-0.0103095
5.463;3.39132;-0.0105462
5.464;3.39131;-0.0107827
5.465;3.3913;-0.0110189
5.466;3.39129;-0.0112549
5.467;3.39128;-0.0114906
5.468;3.39127;-0.0117261
5.469;3.39126;-0.0119613
5.47;3.39124;-0.0121963
5.471;3.39123;-0.0124311
5.472;3.39122;-0.0126656
5.473;3.39121;-0.0128998
5.474;3.39119;-0.0131338
5.475;3.39118;-0.0133676
5.476;3.39117;-0.0136011
5.477;3.39115;-0.0138344
5.478;3.39114;-0.0140674
5.479;3.39112;-0.0143002
5.48;3.39111;-0.0145327
5.481;3.3911;-0.014765
5.482;3.39108;-0.014997
5.483;3.39107;-0.0152288
5.484;3.39105;-0.0154603
5.485;3.39103;-0.0156916
5.486;3.39102;-0.0159227
5.487;3.391;-0.0161535
5.488;3.39099;-0.016384
5.489;3.39097;-0.0166143
5.49;3.39095;-0.0168444
5.491;3.39094;-0.0170742
5.492;3.39092;-0.0173038
5.493;3.3909;-0.0175331
5.494;3.39088;-0.0177622
5.495;3.39087;-0.017991
5.496;3.39085;-0.0182196
5.497;3.39083;-0.0184479
5.498;3.39081;-0.018676
5.499;3.39079;-0.0189039
5.5;3.39077;-0.0191315
5.501;3.39075;-0.0193588
5.502;3.39073;-0.0195859
5.503;3.39071;-0.0198128
5.504;3.39069;-0.0200394
5.505;3.39067;-0.0202658
5.506;3.39065;-0.0204919
5.507;3.39063;-0.0207178
5.508;3.39061;-0.0209434
5.509;3.39059;-0.0211688
5.51;3.39057;-0.021394
5.511;3.39055;-0.0216189
5.512;3.39053;-0.0218435
5.513;3.39051;-0.0220679
5.514;3.39048;-0.0222921
5.515;3.39046;-0.022516
5.516;3.39044;-0.0227397
5.517;3.39042;-0.0229631
5.518;3.39039;-0.0231863
5.519;3.39037;-0.0234092
5.52;3.39035;-0.0236319
5.521;3.39032;-0.0238543
5.522;3.3903;-0.0240765
5.523;3.39027;-0.0242985
5.524;3.39025;-0.0245202
5.525;3.39022;-0.0247416
5.526;3.3902;-0.0249629
5.527;3.39017;-0.0251838
5.528;3.39015;-0.0254045
5.529;3.39012;-0.025625
5.53;3.3901;-0.0258453
5.531;3.39007;-0.0260652
5.532;3.39005;-0.026285
5.533;3.39002;-0.0265045
5.534;3.38999;-0.0267237
5.535;3.38997;-0.0269427
5.536;3.38994;-0.0271615
5.537;3.38991;-0.02738
5.538;3.38988;-0.0275983
5.539;3.38986;-0.0278163
5.54;3.38983;-0.0280341
5.541;3.3898;-0.0282516
5.542;3.38977;-0.0284689
5.543;3.38974;-0.028686
5.544;3.38971;-0.0289028
5.545;3.38969;-0.0291193
5.546;3.38966;-0.0293357
5.547;3.38963;-0.0295517
5.548;3.3896;-0.0297676
5.549;3.38957;-0.0299831
5.55;3.38954;-0.0301985
5.551;3.38951;-0.0304136
5.552;3.38948;-0.0306284
5.553;3.38945;-0.030843
5.554;3.38942;-0.0310574
5.555;3.38938;-0.0312715
5.556;3.38935;-0.0314854
5.557;3.38932;-0.031699
5.558;3.38929;-0.0319124
5.559;3.38926;-0.0321255
5.56;3.38922;-0.0323384
5.561;3.38919;-0.032551
5.562;3.38916;-0.0327634
5.563;3.38913;-0.0329756
5.564;3.38909;-0.0331875
5.565;3.38906;-0.0333992
5.566;3.38903;-0.0336106
5.567;3.38899;-0.0338218
5.568;3.38896;-0.0340327
5.569;3.38893;-0.0342434
5.57;3.38889;-0.0344539
5.571;3.38886;-0.0346641
5.572;3.38882;-0.0348741
5.573;3.38879;-0.0350838
5.574;3.38875;-0.0352933
5.575;3.38872;-0.0355025
5.576;3.38868;-0.0357115
5.577;3.38864;-0.0359202
5.578;3.38861;-0.0361288
5.579;3.38857;-0.036337
5.58;3.38854;-0.036545
5.581;3.3885;-0.0367528
5.582;3.38846;-0.0369603
5.583;3.38843;-0.0371676
5.584;3.38839;-0.0373747
5.585;3.38835;-0.0375815
5.586;3.38831;-0.037788
5.587;3.38827;-0.0379943
5.588;3.38824;-0.0382004
5.589;3.3882;-0.0384062
5.59;3.38816;-0.0386118
5.591;3.38812;-0.0388172
5.592;3.38808;-0.0390223
5.593;3.38804;-0.0392271
5.594;3.388;-0.0394317
5.595;3.38796;-0.0396361
5.596;3.38792;-0.0398402
5.597;3.38788;-0.0400441
5.598;3.38784;-0.0402478
5.599;3.3878;-0.0404512
5.6;3.38776;-0.0406543
5.601;3.38772;-0.0408573
5.602;3.38768;-0.0410599
5.603;3.38764;-0.0412624
5.604;3.3876;-0.0414646
5.605;3.38756;-0.0416665
5.606;3.38752;-0.0418682
5.607;3.38747;-0.0420697
5.608;3.38743;-0.0422709
5.609;3.38739;-0.0424719
5.61;3.38735;-0.0426726
5.611;3.3873;-0.0428731
5.612;3.38726;-0.0430734
5.613;3.38722;-0.0432734
5.614;3.38717;-0.0434731
5.615;3.38713;-0.0436727
5.616;3.38709;-0.0438719
5.617;3.38704;-0.044071
5.618;3.387;-0.0442698
5.619;3.38695;-0.0444683
5.62;3.38691;-0.0446667
5.621;3.38687;-0.0448647
5.622;3.38682;-0.0450626
5.623;3.38678;-0.0452602
5.624;3.38673;-0.0454575
5.625;3.38668;-0.0456546
5.626;3.38664;-0.0458515
5.627;3.38659;-0.0460481
5.628;3.38655;-0.0462445
5.629;3.3865;-0.0464407
5.63;3.38645;-0.0466366
5.631;3.38641;-0.0468322
5.632;3.38636;-0.0470277
5.633;3.38631;-0.0472228
5.634;3.38627;-0.0474178
5.635;3.38622;-0.0476125
5.636;3.38617;-0.047807
5.637;3.38612;-0.0480012
5.638;3.38607;-0.0481951
5.639;3.38603;-0.0483889
5.64;3.38598;-0.0485824
5.641;3.38593;-0.0487756
5.642;3.38588;-0.0489687
5.643;3.38583;-0.0491614
5.644;3.38578;-0.049354
5.645;3.38573;-0.0495463
5.646;3.38568;-0.0497383
5.647;3.38563;-0.0499301
5.648;3.38558;-0.0501217
5.649;3.38553;-0.050313
5.65;3.38548;-0.0505041
5.651;3.38543;-0.050695
5.652;3.38538;-0.0508856
5.653;3.38533;-0.051076
5.654;3.38528;-0.0512661
5.655;3.38523;-0.051456
5.656;3.38518;-0.0516457
5.657;3.38512;-0.0518351
5.658;3.38507;-0.0520243
5.659;3.38502;-0.0522132
5.66;3.38497;-0.0524019
5.661;3.38492;-0.0525904
5.662;3.38486;-0.0527786
5.663;3.38481;-0.0529666
5.664;3.38476;-0.0531543
5.665;3.3847;-0.0533418
5.666;3.38465;-0.0535291
5.667;3.3846;-0.0537161
5.668;3.38454;-0.0539029
5.669;3.38449;-0.0540894
5.67;3.38443;-0.0542757
5.671;3.38438;-0.0544618
5.672;3.38433;-0.0546476
5.673;3.38427;-0.0548332
5.674;3.38422;-0.0550185
5.675;3.38416;-0.0552037
5.676;3.38411;-0.0553885
5.677;3.38405;-0.0555732
5.678;3.38399;-0.0557576
5.679;3.38394;-0.0559417
5.68;3.38388;-0.0561256
5.681;3.38383;-0.0563093
5.682;3.38377;-0.0564928
5.683;3.38371;-0.056676
5.684;3.38366;-0.0568589
5.685;3.3836;-0.0570417
5.686;3.38354;-0.0572242
5.687;3.38348;-0.0574064
5.688;3.38343;-0.0575884
5.689;3.38337;-0.0577702
5.69;3.38331;-0.0579517
5.691;3.38325;-0.058133
5.692;3.3832;-0.0583141
5.693;3.38314;-0.0584949
5.694;3.38308;-0.0586755
5.695;3.38302;-0.0588559
5.696;3.38296;-0.059036
5.697;3.3829;-0.0592159
5.698;3.38284;-0.0593955
5.699;3.38278;-0.0595749
5.7;3.38272;-0.0597541
5.701;3.38266;-0.059933
5.702;3.3826;-0.0601117
5.703;3.38254;-0.0602901
5.704;3.38248;-0.0604684
5.705;3.38242;-0.0606463
5.706;3.38236;-0.0608241
5.707;3.3823;-0.0610016
5.708;3.38224;-0.0611789
5.709;3.38218;-0.0613559
5.71;3.38212;-0.0615327
5.711;3.38206;-0.0617093
5.712;3.38199;-0.0618856
5.713;3.38193;-0.0620617
5.714;3.38187;-0.0622375
5.715;3.38181;-0.0624131
5.716;3.38174;-0.0625885
5.717;3.38168;-0.0627637
5.718;3.38162;-0.0629386
5.719;3.38156;-0.0631132
5.72;3.38149;-0.0632877
5.721;3.38143;-0.0634619
5.722;3.38137;-0.0636358
5.723;3.3813;-0.0638096
5.724;3.38124;-0.0639831
5.725;3.38117;-0.0641563
5.726;3.38111;-0.0643293
5.727;3.38105;-0.0645021
5.728;3.38098;-0.0646747
5.729;3.38092;-0.064847
5.73;3.38085;-0.0650191
5.731;3.38079;-0.0651909
5.732;3.38072;-0.0653625
5.733;3.38066;-0.0655339
5.734;3.38059;-0.065705
5.735;3.38052;-0.0658759
5.736;3.38046;-0.0660466
5.737;3.38039;-0.0662171
5.738;3.38033;-0.0663873
5.739;3.38026;-0.0665572
5.74;3.38019;-0.066727
5.741;3.38013;-0.0668965
5.742;3.38006;-0.0670657
5.743;3.37999;-0.0672347
5.744;3.37992;-0.0674035
5.745;3.37986;-0.0675721
5.746;3.37979;-0.0677404
5.747;3.37972;-0.0679085
5.748;3.37965;-0.0680764
5.749;3.37959;-0.068244
5.75;3.37952;-0.0684114
5.751;3.37945;-0.0685786
5.752;3.37938;-0.0687455
5.753;3.37931;-0.0689122
5.754;3.37924;-0.0690786
5.755;3.37917;-0.0692448
5.756;3.3791;-0.0694108
5.757;3.37903;-0.0695766
5.758;3.37896;-0.0697421
5.759;3.37889;-0.0699074
5.76;3.37882;-0.0700725
5.761;3.37875;-0.0702373
5.762;3.37868;-0.0704019
5.763;3.37861;-0.0705662
5.764;3.37854;-0.0707304
5.765;3.37847;-0.0708943
5.766;3.3784;-0.0710579
5.767;3.37833;-0.0712213
5.768;3.37826;-0.0713845
5.769;3.37819;-0.0715475
5.77;3.37812;-0.0717102
5.771;3.37804;-0.0718727
5.772;3.37797;-0.072035
5.773;3.3779;-0.072197
5.774;3.37783;-0.0723588
5.775;3.37775;-0.0725204
5.776;3.37768;-0.0726817
5.777;3.37761;-0.0728428
5.778;3.37754;-0.0730037
5.779;3.37746;-0.0731643
5.78;3.37739;-0.0733248
5.781;3.37732;-0.0734849
5.782;3.37724;-0.0736449
5.783;3.37717;-0.0738046
5.784;3.3771;-0.0739641
5.785;3.37702;-0.0741233
5.786;3.37695;-0.0742824
5.787;3.37687;-0.0744411
5.788;3.3768;-0.0745997
5.789;3.37672;-0.074758
5.79;3.37665;-0.0749161
5.791;3.37657;-0.075074
5.792;3.3765;-0.0752316
5.793;3.37642;-0.075389
5.794;3.37635;-0.0755462
5.795;3.37627;-0.0757031
5.796;3.3762;-0.0758599
5.797;3.37612;-0.0760163
5.798;3.37604;-0.0761726
5.799;3.37597;-0.0763286
5.8;3.37589;-0.0764844
5.801;3.37582;-0.07664
5.802;3.37574;-0.0767953
5.803;3.37566;-0.0769504
5.804;3.37558;-0.0771053
5.805;3.37551;-0.0772599
5.806;3.37543;-0.0774143
5.807;3.37535;-0.0775685
5.808;3.37528;-0.0777225
5.809;3.3752;-0.0778762
5.81;3.37512;-0.0780297
5.811;3.37504;-0.078183
5.812;3.37496;-0.078336
5.813;3.37488;-0.0784888
5.814;3.37481;-0.0786414
5.815;3.37473;-0.0787937
5.816;3.37465;-0.0789458
5.817;3.37457;-0.0790977
5.818;3.37449;-0.0792494
5.819;3.37441;-0.0794008
5.82;3.37433;-0.079552
5.821;3.37425;-0.079703
5.822;3.37417;-0.0798538
5.823;3.37409;-0.0800043
5.824;3.37401;-0.0801546
5.825;3.37393;-0.0803046
5.826;3.37385;-0.0804545
5.827;3.37377;-0.0806041
5.828;3.37369;-0.0807535
5.829;3.37361;-0.0809026
5.83;3.37353;-0.0810515
5.831;3.37345;-0.0812002
5.832;3.37337;-0.0813487
5.833;3.37328;-0.0814969
5.834;3.3732;-0.081645
5.835;3.37312;-0.0817927
